"Date","Price","Open","High","Low","Vol.","Change %"
"05/08/2014","159.06","160.15","160.32","158.72","614.53K","-0.43%"
"05/07/2014","159.75","159.86","160.72","159.40","648.87K","-0.14%"
"05/06/2014","159.97","159.86","161.12","159.52","748.08K","-0.29%"
"05/05/2014","160.43","160.32","161.06","159.46","708.44K","-0.32%"
"05/04/2014","160.94","161.57","161.57","159.29","612.74K","0.07%"
"04/30/2014","160.83","158.43","161.74","158.20","1.01M","1.69%"
"04/29/2014","158.15","155.58","158.72","155.52","737.89K","1.65%"
"04/28/2014","155.58","159.12","159.12","154.61","598.89K","-1.23%"
"04/27/2014","157.52","158.77","160.15","157.00","752.55K","-1.01%"
"04/24/2014","159.12","161.00","161.57","158.66","955.53K","-1.13%"
"04/23/2014","160.94","160.43","162.37","159.92","1.17M","0.74%"
"04/22/2014","159.75","160.94","161.17","158.55","883.49K","-0.71%"
"04/21/2014","160.89","159.97","161.57","158.83","1.11M","0.39%"
"04/20/2014","160.26","162.03","163.23","159.92","692.82K","-1.06%"
"04/17/2014","161.97","163.29","163.29","160.66","818.81K","0.39%"
"04/16/2014","161.34","163.29","165.06","160.83","1.42M","-0.88%"
"04/15/2014","162.77","160.66","163.46","159.40","1.39M","2.04%"
"04/13/2014","159.52","160.37","160.43","159.06","323.47K","-0.32%"
"04/10/2014","160.03","160.26","162.71","159.23","926.72K","0.40%"
"04/09/2014","159.40","160.77","160.77","157.12","826.81K","-0.08%"
"04/08/2014","159.52","163.74","164.26","158.26","1.26M","-2.37%"
"04/07/2014","163.40","158.09","163.97","157.63","2.32M","3.55%"
"04/06/2014","157.80","160.72","160.72","157.00","1.04M","-0.75%"
"04/03/2014","159.00","157.06","159.57","156.15","1.14M","1.27%"
"04/02/2014","157.00","156.83","157.52","154.26","1.05M","1.74%"
"04/01/2014","154.32","153.18","154.66","152.72","663.74K","1.23%"
"03/31/2014","152.44","152.95","153.29","151.01","728.85K","0.30%"
"03/30/2014","151.98","154.44","155.24","151.35","440.02K","-1.95%"
"03/27/2014","155.01","155.01","155.52","152.84","918.45K","1.12%"
"03/25/2014","153.29","146.73","153.75","143.42","1.55M","4.35%"
"03/24/2014","146.90","150.21","151.30","146.16","964.50K","-2.68%"
"03/23/2014","150.95","153.58","153.58","150.38","711.12K","-1.09%"
"03/20/2014","152.61","153.58","154.44","150.15","980.14K","-0.33%"
"03/19/2014","153.12","155.86","155.86","150.44","1.82M","-2.19%"
"03/18/2014","156.55","161.57","161.57","155.92","1.52M","-3.18%"
"03/16/2014","161.69","163.29","163.29","160.32","982.30K","-0.63%"
"03/13/2014","162.71","164.94","165.51","162.20","831.95K","-1.11%"
"03/12/2014","164.54","163.29","165.45","162.71","1.25M","1.09%"
"03/11/2014","162.77","162.94","163.29","160.66","1.15M","-0.25%"
"03/10/2014","163.17","167.17","167.28","161.69","1.43M","-1.31%"
"03/09/2014","165.34","160.43","165.57","159.86","2.11M","3.50%"
"03/06/2014","159.75","158.72","160.72","158.43","1.66M","0.76%"
"03/05/2014","158.55","157.00","159.17","155.01","1.34M","0.95%"
"03/04/2014","157.06","157.86","159.86","155.98","2.01M","0.29%"
"03/03/2014","156.61","152.21","157.06","152.15","2.69M","2.55%"
"03/02/2014","152.72","152.44","154.15","151.70","1.34M","0.67%"
"02/27/2014","151.70","148.95","152.21","148.73","1.62M","1.65%"
"02/26/2014","149.24","149.53","149.64","147.47","847.55K","0.11%"
"02/25/2014","149.07","150.27","152.32","147.30","880.43K","-0.76%"
"02/24/2014","150.21","147.01","151.30","145.19","2.16M","3.17%"
"02/23/2014","145.59","149.01","149.01","145.36","832.86K","-1.50%"
"02/20/2014","147.81","149.87","150.72","146.44","1.15M","-0.96%"
"02/19/2014","149.24","143.99","149.87","143.87","1.38M","3.73%"
"02/18/2014","143.87","145.59","147.30","142.67","1.35M","-1.26%"
"02/17/2014","145.70","148.78","148.78","145.02","1.38M","-1.96%"
"02/16/2014","148.61","152.44","152.44","148.44","1.38M","-2.22%"
"02/13/2014","151.98","153.47","154.15","150.50","1.56M","-0.22%"
"02/12/2014","152.32","149.01","152.78","149.01","2.79M","2.73%"
"02/11/2014","148.27","147.30","148.78","142.79","2.40M","0.47%"
"02/10/2014","147.58","148.44","152.55","147.07","2.38M","-0.35%"
"02/09/2014","148.10","142.73","148.44","142.62","2.66M","4.55%"
"02/06/2014","141.65","137.02","142.67","137.02","2.94M","3.68%"
"02/05/2014","136.62","134.17","137.08","134.17","1.56M","1.49%"
"02/04/2014","134.62","135.54","135.54","134.17","627.33K","-0.38%"
"02/03/2014","135.14","135.37","136.17","134.51","881.08K","-0.21%"
"02/02/2014","135.42","132.34","135.88","132.17","1.08M","3.85%"
"01/30/2014","130.40","133.03","133.03","129.66","1.32M","-1.29%"
"01/29/2014","132.11","134.17","134.28","131.77","846.83K","-0.86%"
"01/28/2014","133.25","134.28","135.31","130.29","1.25M","-0.89%"
"01/27/2014","134.45","136.45","136.45","133.71","937.63K","-0.68%"
"01/26/2014","135.37","136.45","137.02","133.31","2.72M","0.51%"
"01/23/2014","134.68","131.26","135.60","131.26","1.80M","2.88%"
"01/22/2014","130.91","126.75","131.20","126.75","1.39M","3.76%"
"01/21/2014","126.17","125.03","126.63","124.75","972.10K","0.91%"
"01/20/2014","125.03","125.89","126.46","124.12","714.57K","-0.68%"
"01/19/2014","125.89","125.60","126.17","125.03","1.31M","0.73%"
"01/16/2014","124.98","124.46","125.32","122.46","1.80M","1.63%"
"01/15/2014","122.98","118.30","123.61","117.95","1.66M","4.01%"
"01/13/2014","118.24","118.18","118.58","116.70","1.10M","0.73%"
"01/12/2014","117.38","115.78","117.61","115.78","960.25K","1.57%"
"01/09/2014","115.56","114.19","115.90","114.07","1.08M","1.31%"
"01/08/2014","114.07","111.96","114.30","111.96","1.31M","1.52%"
"01/07/2014","112.36","111.84","112.99","111.33","372.24K","0.87%"
"01/06/2014","111.39","111.33","111.62","110.47","268.09K","-0.51%"
"01/02/2014","111.96","109.73","112.42","109.68","911.13K","2.57%"
"01/01/2014","109.16","110.19","110.19","108.53","206.54K","0.52%"
"12/30/2013","108.59","108.76","108.93","108.42","558.60K","-0.06%"
"12/29/2013","108.65","108.48","109.05","108.42","173.31K","0.16%"
"12/26/2013","108.48","109.16","109.62","108.08","247.19K","-0.52%"
"12/24/2013","109.05","110.76","110.76","108.93","262.15K","-0.37%"
"12/23/2013","109.45","111.33","111.33","109.22","338.12K","0.05%"
"12/22/2013","109.39","109.79","110.19","109.28","578.81K","-0.57%"
"12/19/2013","110.02","109.73","110.47","109.39","266.81K","0.11%"
"12/18/2013","109.90","109.79","110.13","109.33","381.31K","0.26%"
"12/17/2013","109.62","110.47","110.47","109.45","427.23K","-0.36%"
"12/15/2013","110.02","109.90","111.27","109.90","279.04K","-0.10%"
"12/12/2013","110.13","110.47","111.16","109.90","265.80K","-0.36%"
"12/11/2013","110.53","110.70","110.82","109.96","334.23K","0.10%"
"12/10/2013","110.42","111.33","111.33","109.62","569.58K","-0.82%"
"12/09/2013","111.33","111.27","111.90","111.22","350.36K","0.10%"
"12/08/2013","111.22","112.19","112.19","110.76","455.24K","-0.04%"
"12/05/2013","111.27","111.33","111.56","110.65","355.19K","-0.05%"
"12/04/2013","111.33","111.33","111.90","110.76","414.01K","0.05%"
"12/03/2013","111.27","109.62","111.62","109.62","525.57K","1.25%"
"12/02/2013","109.90","109.39","110.82","109.05","509.01K","0.37%"
"12/01/2013","109.50","110.19","110.30","109.05","432.49K","-0.78%"
"11/28/2013","110.36","111.22","111.22","109.28","353.00K","-0.46%"
"11/27/2013","110.87","109.62","111.90","108.48","783.83K","1.83%"
"11/26/2013","108.88","109.10","110.47","108.48","1.28M","-1.14%"
"11/25/2013","110.13","109.62","111.33","109.16","614.47K","0.52%"
"11/24/2013","109.56","113.04","113.61","108.48","1.04M","-2.29%"
"11/21/2013","112.13","111.84","114.19","109.10","2.24M","1.03%"
"11/20/2013","110.99","107.33","111.90","107.33","1.56M","3.57%"
"11/19/2013","107.16","103.91","107.62","102.77","2.64M","4.04%"
"11/18/2013","103.00","102.88","103.34","102.48","879.36K","0.39%"
"11/17/2013","102.60","103.34","103.34","102.48","561.61K","0.22%"
"11/14/2013","102.37","102.94","103.34","102.25","572.40K","-0.94%"
"11/13/2013","103.34","103.34","103.74","102.77","516.93K","-0.43%"
"11/12/2013","103.79","103.34","103.97","103.05","634.48K","0.72%"
"11/11/2013","103.05","102.20","104.14","102.20","522.17K","0.33%"
"11/10/2013","102.71","105.05","105.05","102.65","430.12K","-1.91%"
"11/07/2013","104.71","102.65","104.94","102.20","1.46M","2.52%"
"11/06/2013","102.14","102.77","102.88","101.68","640.24K","-0.39%"
"11/05/2013","102.54","102.77","103.05","102.31","713.72K","-0.39%"
"11/04/2013","102.94","102.71","103.11","102.31","1.06M","0.45%"
"11/03/2013","102.48","102.20","102.82","101.63","460.79K","-0.22%"
"10/31/2013","102.71","102.77","102.77","99.91","858.31K","1.58%"
"10/30/2013","101.11","101.63","101.91","100.20","411.38K","-0.62%"
"10/29/2013","101.74","101.91","101.97","101.28","583.84K","0.00%"
"10/28/2013","101.74","102.20","102.71","101.34","483.51K","0.17%"
"10/27/2013","101.57","100.65","102.20","100.48","233.39K","0.91%"
"10/24/2013","100.65","99.91","102.14","99.91","454.31K","-1.95%"
"10/23/2013","102.65","100.48","102.88","100.31","1.58M","2.51%"
"10/22/2013","100.14","99.91","100.43","99.46","348.26K","0.28%"
"10/21/2013","99.86","99.34","100.48","98.83","638.14K","0.35%"
"10/20/2013","99.51","98.77","99.80","98.77","249.14K","-0.35%"
"10/10/2013","99.86","99.91","100.03","99.17","621.50K","0.23%"
"10/09/2013","99.63","99.91","100.48","99.34","917.84K","-0.11%"
"10/08/2013","99.74","98.37","100.20","98.37","1.35M","1.28%"
"10/07/2013","98.48","97.63","98.77","97.63","456.50K","0.29%"
"10/06/2013","98.20","98.77","99.34","98.14","312.67K","-1.21%"
"10/03/2013","99.40","98.77","99.97","97.80","922.71K","0.70%"
"10/02/2013","98.71","98.20","99.17","97.63","686.23K","0.46%"
"10/01/2013","98.26","99.28","99.28","97.69","830.23K","-1.03%"
"09/30/2013","99.28","97.74","100.03","96.66","2.08M","1.21%"
"09/29/2013","98.09","98.71","98.77","97.40","340.48K","-0.63%"
"09/26/2013","98.71","99.17","99.34","98.14","351.01K","-0.46%"
"09/25/2013","99.17","98.37","99.34","98.09","513.92K","0.81%"
"09/24/2013","98.37","98.26","99.11","98.14","496.88K","0.06%"
"09/23/2013","98.31","98.31","98.77","97.40","489.08K","0.11%"
"09/22/2013","98.20","98.31","99.74","98.14","473.91K","-1.27%"
"09/19/2013","99.46","99.91","99.91","99.11","473.97K","-0.05%"
"09/18/2013","99.51","99.63","99.97","98.77","589.74K","0.23%"
"09/17/2013","99.28","98.94","100.48","98.94","708.71K","-0.58%"
"09/16/2013","99.86","100.03","100.77","99.06","787.56K","-0.22%"
"09/15/2013","100.08","99.34","100.83","98.94","624.60K","0.28%"
"09/12/2013","99.80","100.48","100.77","99.57","829.56K","-0.17%"
"09/11/2013","99.97","101.05","102.14","99.86","766.98K","-1.46%"
"09/10/2013","101.45","102.48","102.48","100.48","767.38K","-0.18%"
"09/09/2013","101.63","99.91","102.02","99.86","1.55M","0.85%"
"09/08/2013","100.77","102.48","102.48","98.88","833.17K","-1.06%"
"09/05/2013","101.85","103.34","104.48","101.57","1.41M","-1.16%"
"09/04/2013","103.05","99.06","104.48","99.06","3.17M","4.40%"
"09/03/2013","98.71","96.09","99.11","96.09","1.45M","2.43%"
"09/02/2013","96.37","96.89","97.06","96.03","894.72K","0.24%"
"09/01/2013","96.14","96.32","97.29","95.92","958.95K","-0.89%"
"08/29/2013","97.00","98.20","98.77","96.54","1.21M","-1.11%"
"08/27/2013","98.09","102.77","102.77","97.86","2.76M","0.34%"
"08/25/2013","97.76","97.85","98.16","96.62","4.73M","0.72%"
"08/22/2013","97.06","97.50","97.50","96.40","2.41M","0.00%"
"08/21/2013","97.06","98.77","98.77","96.79","1.95M","-0.09%"
"08/20/2013","97.15","95.92","99.65","95.92","2.71M","0.91%"
"08/19/2013","96.27","96.71","97.01","95.30","1.60M","-0.36%"
"08/18/2013","96.62","97.50","98.07","96.00","1.82M","-1.08%"
"08/14/2013","97.67","97.28","98.07","97.06","1.39M","0.49%"
"08/13/2013","97.19","97.06","97.54","96.27","1.21M","1.05%"
"08/12/2013","96.18","96.62","97.50","94.86","425.00K","-0.09%"
"08/05/2013","96.27","94.69","96.53","94.12","1.15M","1.72%"
"08/04/2013","94.64","96.27","96.84","93.37","626.58K","-1.69%"
"08/01/2013","96.27","92.84","96.62","92.84","1.69M","3.69%"
"07/31/2013","92.84","91.00","93.11","90.47","996.21K","2.37%"
"07/30/2013","90.69","90.25","91.22","89.64","862.98K","1.48%"
"07/29/2013","89.37","89.37","90.91","89.06","703.68K","-0.15%"
"07/28/2013","89.50","91.35","91.79","89.15","646.92K","-1.27%"
"07/25/2013","90.65","91.57","93.11","90.25","1.12M","-0.57%"
"07/24/2013","91.17","91.79","92.45","89.15","983.16K","0.73%"
"07/23/2013","90.51","91.39","94.42","89.55","1.72M","-1.06%"
"07/22/2013","91.48","91.74","96.09","87.83","1.95M","2.01%"
"07/21/2013","89.68","93.98","94.33","89.15","1.47M","-3.54%"
"07/18/2013","92.97","95.17","96.09","92.01","1.96M","-2.31%"
"07/17/2013","95.17","101.45","101.45","94.91","3.64M","-5.45%"
"07/16/2013","100.66","107.33","107.99","99.69","3.88M","-4.14%"
"07/15/2013","105.01","102.81","105.36","102.68","2.80M","2.18%"
"07/14/2013","102.77","103.07","104.83","101.45","2.32M","1.04%"
"07/11/2013","101.71","98.81","105.05","98.02","3.95M","3.71%"
"07/10/2013","98.07","97.94","99.69","97.32","2.17M","1.32%"
"07/09/2013","96.79","96.62","98.11","96.40","2.40M","0.31%"
"07/08/2013","96.49","97.50","97.50","96.31","1.56M","0.00%"
"07/07/2013","96.49","97.94","98.59","96.18","1.54M","-0.45%"
"07/04/2013","96.93","98.81","98.81","96.62","1.30M","-1.03%"
"07/03/2013","97.94","98.73","98.73","97.80","1.91M","-0.08%"
"07/02/2013","98.02","98.38","99.25","97.72","2.01M","1.45%"
"06/30/2013","96.62","96.79","97.45","95.48","2.28M","-1.13%"
"06/27/2013","97.72","99.69","99.69","97.54","2.05M","-1.59%"
"06/26/2013","99.30","99.21","100.13","98.46","3.04M","0.89%"
"06/24/2013","98.42","98.81","100.31","96.84","2.20M","0.18%"
"06/23/2013","98.24","96.62","99.34","96.27","3.31M","2.57%"
"06/20/2013","95.78","96.62","98.81","95.43","3.58M","0.46%"
"06/19/2013","95.34","90.91","95.96","90.91","2.80M","5.02%"
"06/18/2013","90.78","90.12","91.08","89.37","1.27M","0.88%"
"06/17/2013","89.99","91.04","91.74","89.86","1.41M","-1.15%"
"06/16/2013","91.04","91.30","91.30","90.25","1.07M","0.83%"
"06/13/2013","90.29","91.08","91.35","90.03","1.04M","-0.73%"
"06/12/2013","90.95","92.23","92.23","90.82","1.33M","-0.62%"
"06/11/2013","91.52","90.87","92.84","89.86","1.55M","1.45%"
"06/10/2013","90.21","89.46","90.43","88.85","1.22M","1.53%"
"06/09/2013","88.85","90.03","90.69","87.40","1.18M","-1.27%"
"06/06/2013","89.99","89.11","90.87","89.11","2.94M","1.53%"
"06/05/2013","88.63","87.79","89.42","87.00","2.43M","1.06%"
"06/04/2013","87.70","87.83","88.05","87.13","1.74M","-0.06%"
"06/03/2013","87.75","86.96","87.83","86.91","1.57M","1.48%"
"06/02/2013","86.47","86.96","87.48","86.03","919.63K","0.26%"
"05/30/2013","86.25","85.64","86.52","85.29","1.76M","1.28%"
"05/29/2013","85.16","83.44","85.42","83.44","1.60M","2.92%"
"05/27/2013","82.74","82.83","83.62","82.52","536.78K","-0.05%"
"05/26/2013","82.78","83.09","83.44","82.56","329.60K","-0.22%"
"05/22/2013","82.96","83.40","83.62","82.65","525.67K","-0.05%"
"05/21/2013","83.00","84.23","84.37","82.74","728.96K","-1.37%"
"05/20/2013","84.15","84.72","84.76","84.01","1.03M","-0.05%"
"05/19/2013","84.19","84.54","84.76","83.97","793.92K","0.31%"
"05/16/2013","83.93","83.18","84.10","82.78","648.35K","1.60%"
"05/15/2013","82.61","84.10","84.76","82.52","795.86K","-1.72%"
"05/14/2013","84.06","83.44","84.23","82.78","1.22M","1.60%"
"05/13/2013","82.74","83.00","83.88","81.64","766.10K","0.00%"
"05/12/2013","82.74","82.08","82.78","81.55","823.95K","1.95%"
"05/09/2013","81.16","81.25","81.25","80.59","609.07K","0.66%"
"05/08/2013","80.63","79.05","81.03","78.92","1.31M","2.17%"
"05/07/2013","78.92","78.61","79.23","78.61","443.81K","0.39%"
"05/06/2013","78.61","78.83","78.83","78.30","226.29K","-0.11%"
"05/05/2013","78.70","79.05","79.05","78.52","313.72K","-0.72%"
"05/02/2013","79.27","78.61","79.45","78.39","641.45K","0.56%"
"04/30/2013","78.83","78.57","79.01","78.17","565.11K","0.39%"
"04/29/2013","78.52","78.79","78.79","78.17","382.35K","0.17%"
"04/28/2013","78.39","78.61","78.79","78.00","357.74K","-0.67%"
"04/25/2013","78.92","78.83","79.01","78.66","407.67K","0.11%"
"04/24/2013","78.83","78.52","78.92","78.48","419.74K","0.39%"
"04/23/2013","78.52","78.57","78.92","78.39","784.88K","0.00%"
"04/22/2013","78.52","78.09","78.66","78.09","482.25K","0.45%"
"04/21/2013","78.17","79.27","79.27","78.04","362.86K","-0.28%"
"04/18/2013","78.39","77.78","78.61","77.78","620.89K","0.95%"
"04/17/2013","77.65","78.26","78.26","77.60","256.69K","-0.38%"
"04/16/2013","77.95","78.61","78.70","77.78","255.41K","-0.90%"
"04/15/2013","78.66","78.88","78.92","78.39","360.84K","0.63%"
"04/11/2013","78.17","78.17","78.52","78.04","322.81K","0.00%"
"04/10/2013","78.17","78.61","78.83","78.09","359.65K","-0.17%"
"04/09/2013","78.30","78.57","78.57","78.04","510.46K","0.00%"
"04/08/2013","78.30","78.44","78.44","78.00","342.62K","0.10%"
"04/07/2013","78.22","77.73","78.57","77.73","402.64K","0.40%"
"04/04/2013","77.91","77.87","78.13","77.60","362.43K","0.05%"
"04/03/2013","77.87","78.09","78.13","77.73","394.65K","0.12%"
"04/02/2013","77.78","77.73","78.17","77.51","473.41K","0.12%"
"04/01/2013","77.69","78.48","78.48","77.51","340.23K","-0.96%"
"03/31/2013","78.44","79.05","79.05","77.95","330.78K","-0.49%"
"03/28/2013","78.83","78.61","79.01","78.39","351.75K","0.39%"
"03/27/2013","78.52","78.17","78.79","77.69","525.69K","0.38%"
"03/25/2013","78.22","78.04","78.52","77.82","513.87K","0.51%"
"03/24/2013","77.82","78.17","78.17","77.56","235.74K","-0.28%"
"03/20/2013","78.04","78.30","78.35","77.69","196.96K","-0.12%"
"03/19/2013","78.13","78.83","78.83","78.09","208.71K","0.05%"
"03/18/2013","78.09","78.57","78.57","77.29","151.40K","-0.55%"
"03/14/2013","78.52","77.73","78.96","77.38","483.16K","1.70%"
"03/13/2013","77.21","77.29","77.51","76.94","193.93K","0.06%"
"03/12/2013","77.16","76.81","77.56","76.24","391.23K","0.63%"
"03/11/2013","76.68","76.24","76.86","76.24","369.15K","0.00%"
"03/10/2013","76.68","77.29","77.56","76.24","419.13K","-0.17%"
"03/07/2013","76.81","76.11","78.13","75.80","278.93K","0.29%"
"03/06/2013","76.59","76.24","76.86","76.11","143.00K","-0.17%"
"03/05/2013","76.72","77.73","77.73","76.37","165.42K","-0.57%"
"03/04/2013","77.16","75.49","77.73","75.14","188.01K","2.57%"
"03/03/2013","75.23","76.37","76.59","74.66","442.33K","-2.45%"
"02/28/2013","77.12","77.08","77.51","76.07","157.64K","0.69%"
"02/27/2013","76.59","78.61","78.61","75.85","295.71K","-2.13%"
"02/26/2013","78.26","77.08","78.61","76.86","212.44K","1.65%"
"02/25/2013","76.99","77.29","77.34","76.77","280.00K","0.46%"
"02/24/2013","76.64","77.38","77.78","76.37","275.15K","-1.86%"
"02/20/2013","78.09","79.31","79.49","77.73","367.35K","-1.28%"
"02/19/2013","79.10","80.37","80.37","78.61","353.19K","-0.10%"
"02/18/2013","79.18","80.28","80.37","79.05","301.34K","-0.99%"
"02/17/2013","79.97","80.28","80.41","79.84","353.96K","-0.22%"
"02/14/2013","80.15","80.24","80.37","79.75","717.39K","0.72%"
"02/13/2013","79.58","79.97","80.06","79.49","368.12K","-0.39%"
"02/12/2013","79.89","80.59","80.72","79.71","511.44K","-0.44%"
"02/11/2013","80.24","79.75","80.50","79.71","767.99K","0.78%"
"02/10/2013","79.62","79.93","79.97","79.10","385.25K","0.39%"
"02/07/2013","79.31","79.93","79.93","79.01","372.08K","0.00%"
"02/06/2013","79.31","79.05","79.84","79.05","589.88K","0.49%"
"02/05/2013","78.92","78.35","79.05","77.73","608.09K","1.47%"
"02/04/2013","77.78","77.25","78.22","76.77","861.93K","1.73%"
"02/03/2013","76.46","76.15","76.55","75.98","468.83K","0.46%"
"01/31/2013","76.11","75.93","76.37","75.76","362.13K","0.17%"
"01/30/2013","75.98","76.81","76.86","75.49","489.17K","0.12%"
"01/29/2013","75.89","74.88","76.07","74.88","669.60K","1.05%"
"01/28/2013","75.10","74.66","75.32","74.18","367.21K","0.76%"
"01/27/2013","74.53","74.04","74.92","74.00","239.56K","0.47%"
"01/24/2013","74.18","74.22","74.44","74.13","258.67K","-0.05%"
"01/23/2013","74.22","74.44","74.48","74.22","207.18K","-0.12%"
"01/22/2013","74.31","74.22","74.44","74.13","203.47K","0.30%"
"01/21/2013","74.09","74.44","74.44","74.00","175.40K","-0.30%"
"01/20/2013","74.31","74.62","74.62","74.18","234.28K","-0.12%"
"01/17/2013","74.40","74.44","74.57","74.13","259.51K","0.12%"
"01/16/2013","74.31","74.48","74.62","74.09","193.32K","0.12%"
"01/15/2013","74.22","74.26","74.66","73.83","233.32K","0.00%"
"01/14/2013","74.22","73.91","74.35","73.74","190.29K","0.47%"
"01/13/2013","73.87","74.04","74.22","73.83","135.03K","-0.47%"
"01/10/2013","74.22","73.74","74.62","73.74","202.68K","0.05%"
"01/09/2013","74.18","73.34","74.75","73.34","388.43K","0.77%"
"01/08/2013","73.61","73.12","74.00","73.12","234.10K","0.67%"
"01/07/2013","73.12","73.30","73.56","73.08","157.48K","-0.42%"
"01/06/2013","73.43","73.65","73.78","73.34","149.05K","-0.12%"
"01/03/2013","73.52","73.52","73.78","73.34","285.60K","0.07%"
"01/02/2013","73.47","73.87","73.87","73.43","166.13K","-0.54%"
"01/01/2013","73.87","74.22","74.35","73.78","166.06K","-0.23%"
